,Peak0,Peak1,Peak2,Peak3,Peak4,Peak5,Peak6,Peak7,Peak8,Peak9,Peak10,Peak11,Peak12,Peak13
TMCC1,4.73781557226471e-10,1.15434519336219e-09,4.89723972819591e-10,0,0,4.17291619155298e-10,0,7.52603087448315e-10,0,0,0,7.83441997567985e-10,0,4.27779851977174e-10
TMCC1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRH,1.08240588782683e-05,0,7.01473850567313e-05,0,0,4.15176220311333e-05,0,0,0,0,0,0,0.000146331317931872,0.000766262259401237
PIK3R4,2.83330547561184e-10,6.20209218708098e-10,0,7.91645732542577e-10,0,4.06378945172835e-10,7.99835471917145e-10,0,0,2.94741925792498e-09,0,0,0,0
ATP2C1,6.5641491332755e-07,1.73987414244598e-07,1.13647410137116e-06,2.1606752313673e-07,2.26934741831091e-07,6.32911573537066e-07,1.91794873971199e-07,1.23195455753348e-06,4.77004038726616e-07,0,1.42781566175314e-06,1.14364823066358e-06,3.4960316881314e-07,1.64182499388009e-06
ASTE1,3.36263661523443e-10,4.17026936223395e-09,0,6.08840517356876e-10,2.39881323863582e-09,7.98897078662624e-10,9.1415974016562e-10,4.11149753743674e-09,4.12362898471089e-09,0,2.97942816953535e-09,7.07324690065577e-10,0,0
NEK11,3.53169181795334e-09,2.76005963117828e-08,0,0,0,0,5.39164523248453e-08,0,0,0,0,0,0,0
NUDT16,6.55595929159033e-10,2.54787326487038e-10,1.91247482287912e-09,1.27403738662932e-09,8.06496021801088e-10,1.81833246713345e-09,3.07531279428161e-10,5.75014144046815e-10,3.53150828321798e-10,9.98682813571034e-10,1.79993760403121e-10,2.45977908013267e-10,0,0
MRPL3,8.42011136934267e-07,3.32112243315509e-06,3.78615923653952e-06,3.26045214610393e-06,5.56367864084587e-06,1.86400731531315e-07,2.30997361845694e-06,5.28453105116468e-06,6.54957615319719e-06,0,2.06137112235139e-05,7.83069942129132e-06,7.77861929581214e-06,1.0542732931966e-06
ACPP,3.26802137547479e-08,0,0,0,0,6.83261364772824e-08,0,0,0,0,0,0,0,0
DNAJC13,4.42297825811951e-09,1.77724764840656e-09,0,0,3.57521159849655e-09,4.61913829670783e-09,0,0,5.1388057843341e-09,9.86941051434695e-09,3.15839594462816e-09,9.52438144569122e-09,0,3.7549771233487e-09
ACAD11,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25416525733437e-10
NPHP3,6.45416206983998e-11,7.94750352681467e-11,1.60971154686084e-10,4.48365561426672e-11,0,3.02798311924016e-11,6.89450693626923e-11,0,0,0,0,0,1.0684658141027e-10,0
UBA5,1.42213916802017e-10,6.43745140416858e-10,7.43638242020419e-10,2.05505122233211e-10,8.90355315763051e-10,2.20199104668347e-10,4.98105468109084e-10,6.3499626569374e-10,2.45010774242947e-10,0,1.55898668961351e-09,1.85869754223758e-09,6.58246970581436e-10,7.73989071394802e-10
BFSP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDV3,5.57345700907971e-15,2.96985595169723e-15,5.45693572236889e-15,3.1169662085546e-15,4.30189562121304e-15,4.925915106558e-15,5.32878948687628e-15,4.83057997772848e-15,1.21492865067649e-15,2.55916208902296e-15,4.46713195335207e-15,9.60716926673979e-15,3.26953104321554e-15,7.7502661770662e-15
TOPBP1,9.64374428515772e-11,1.98413035768719e-10,1.54075388153437e-10,2.14918998011324e-10,0,4.94108973843091e-11,3.76251121550301e-10,3.54403563283532e-10,1.20131595075414e-10,0,2.09004912633604e-10,2.36877200342652e-10,1.81363415032065e-10,5.44090798424552e-11
SRPRB,3.18546993394801e-07,3.09450621625482e-06,5.16612839553386e-07,4.8576554177673e-06,1.6929542523211e-06,0,1.54830362896518e-06,2.59448358658072e-06,3.17878791808864e-06,7.50242305187234e-06,1.20358485435114e-05,7.73265952775949e-06,1.20187900197382e-06,7.54613060827346e-07
RAB6B,1.42774119532363e-07,0,0,0,0,0,0,0,0,0,0,0,0,0
RYK,4.00884817175714e-10,0,0,8.77175796729278e-10,1.4263060314018e-09,1.14149662073866e-09,0,1.27298947867713e-09,9.2705098059009e-10,0,0,8.09866360396671e-10,1.81916717649124e-09,0
ANAPC13,3.40916651162783e-09,4.88236963221305e-09,4.99372118901545e-09,2.54783198392685e-09,3.39418445769607e-09,4.06342877404650e-09,5.11614356648403e-09,6.11709769477111e-09,4.11045222553815e-09,1.81899234153703e-09,3.42486248502547e-09,4.66502421338731e-09,3.52155469261651e-09,1.44543967671599e-09
CEP63,3.33760701533309e-09,8.79360806776924e-10,1.42065366026066e-09,1.79498180694588e-09,2.72893241164279e-09,1.8022476624035e-09,1.02138560187912e-09,2.95163717467771e-09,1.18084808220101e-09,0,2.85905845789184e-09,5.1184464070096e-09,0,1.8949962755625e-09
PPP2R3A,2.56873063516196e-08,0,0,0,0,0,0,0,0,0,0,2.14666903446718e-07,0,2.88898586082293e-07
MSL2,2.7184030453303e-09,3.74924460373053e-09,1.55835717979513e-09,2.26728596703154e-09,6.07236795330353e-09,9.94087364158404e-10,8.5938452962745e-09,7.79452686163655e-09,0,1.43902366352307e-08,3.63737686275008e-09,6.76672212627739e-09,3.86747600606019e-09,4.12392813545025e-09
PCCB,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAG1,4.16514744588975e-10,2.31058320034173e-10,3.87047980690493e-10,6.87178774503977e-10,9.88953442335494e-10,4.32376843110375e-10,2.71324929015907e-10,6.63522262817607e-10,0,0,2.03581298103663e-10,4.05604805047884e-10,3.77699672244987e-10,6.6870541455008e-10
SLC35G2,4.08408114989559e-08,0,0,0,0,3.55474428285673e-07,0,0,0,0,0,0,0,3.49221823920424e-07
RP11-85F14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCK1,2.58993219196278e-09,2.85810594358793e-09,2.66693386558696e-09,3.41972297913012e-09,4.28218988839433e-09,1.38824206254553e-09,1.85815916887551e-09,6.15599151055799e-09,2.124487565039e-09,4.3400886820492e-09,2.34985682738797e-09,3.95881876340575e-09,1.26052095014796e-09,4.14712613486737e-09
IL20RB,2.238861891129e-11,0,2.28961857422146e-10,0,0,0,0,0,0,0,0,0,0,0
DBR1,1.15720880153328e-10,6.5695104956403e-10,1.74287825893122e-10,0,0,1.43236297167627e-10,3.31755232319176e-10,1.10169381508791e-09,0,0,7.12201797226945e-10,5.40546756627075e-10,0,2.27093475387252e-10
ARMC8,1.00079473164849e-06,7.88350636533441e-07,1.09234055095057e-06,1.48744214162751e-06,2.61949216641601e-06,1.55614063198617e-06,7.63006491512136e-07,1.15539093729736e-06,2.13074240829812e-06,1.43539207999031e-06,2.45549610625218e-06,2.98560004826146e-07,6.53315877599676e-07,6.56930830826382e-07
MRAS,2.56281613326492e-06,0,2.50426530638266e-06,4.72924979354135e-07,0,2.53680236980545e-06,0,0,0,0,0,0,0,9.61032698999473e-07
CEP70,0,1.25181991123444e-09,0,0,0,0,0,0,3.27725643480518e-09,0,2.35158241296083e-09,2.25471109429644e-09,0,0
FAIM,9.70667932741257e-09,6.10795483605553e-08,4.19826371128828e-08,6.53813515368156e-08,1.35194112530053e-07,0,1.37672302856294e-07,0,3.65611727926865e-08,0,2.61009550485878e-07,1.20457554327544e-07,5.3811504010122e-08,1.38445938459664e-07
PIK3CB,1.37706041577085e-10,6.21973956258288e-10,3.4836097929759e-10,1.66731807861922e-10,0,9.258916751293e-11,1.76961480251968e-10,0,1.85997555690997e-10,0,1.60248111269638e-10,3.05201588857385e-10,0,3.85181084974128e-10
MRPS22,3.45237939564449e-06,7.0017482403633e-06,7.19061897241881e-06,3.2438435357299e-06,4.40218685269545e-06,6.38529440573639e-06,5.94208930228886e-06,8.4278985495293e-06,4.4240692632898e-06,2.94184772681044e-06,5.78845106658773e-06,5.29007762618575e-06,2.56340988383672e-06,6.92204309670043e-06
COPB2,2.51952465443133e-09,2.35370160036103e-09,4.27219670090967e-09,4.17915364519464e-09,2.81599825401555e-09,4.4900755958952e-09,3.54068966844196e-09,8.82014005877244e-10,2.37793084578447e-09,3.72856432594433e-09,2.24338146761839e-09,2.86457738080833e-09,1.66625195136225e-09,2.94894800934809e-09
RP11-319G6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NMNAT3,9.18998687330717e-08,0,3.7213806782162e-07,0,0,2.99413676744439e-07,0,4.27023776543459e-07,0,0,0,0,0,0
SLC25A36,9.33524593500405e-10,4.63567530730382e-09,6.7841396929402e-09,1.09144964779397e-08,3.36106694443942e-09,2.46794418879327e-09,5.47570408429743e-09,1.16708627591734e-08,0,0,3.34633291310647e-09,5.29864837773465e-09,6.41137779662961e-09,1.78667666866122e-09
ACPL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZBTB38,1.43143352607045e-07,4.47331036973245e-07,8.66791896114471e-08,2.05051042591846e-07,6.33678138196358e-07,0,1.19785186127868e-07,0,4.9218121157733e-07,0,2.85211259080445e-07,2.63315616833042e-07,0,2.25957623517984e-07
RASA2,3.77200029027669e-10,4.75821878874162e-10,2.57417863279553e-10,9.04749418448255e-10,1.01529703749658e-09,2.15088178085259e-10,3.4201374213684e-10,1.92765676539534e-09,3.86862141852619e-10,0,3.82117351571804e-10,3.07444494395904e-10,0,0
RNF7,1.59208527192561e-08,1.37497999182484e-08,2.4025204635837e-08,1.66028861126593e-08,1.63628915393291e-08,1.68040311023052e-08,1.07154994190036e-08,1.77387932293872e-08,1.10579617608218e-08,5.19487114710619e-09,1.31572685600059e-08,2.34852758755158e-08,7.88543729343306e-09,1.52274932568973e-08
ATP1B3,4.57113109412284e-07,2.52500382031648e-07,6.89034801657819e-07,1.18361968766687e-07,2.11300685133658e-07,1.46134548774233e-06,1.69490189903238e-07,2.45746371264394e-07,1.05807462186318e-07,5.20267884698885e-08,7.74792470781167e-07,2.28378482924775e-07,1.35706361899993e-07,1.08251329052647e-06
TFDP2,7.77614274831191e-08,1.0990130962549e-07,1.61483794197726e-07,2.56893023924038e-07,9.28696232741463e-07,1.81651431686943e-07,0,1.09374688818331e-07,9.72382877763554e-08,6.10227642269951e-07,0,2.19675765742735e-07,2.20960040857955e-07,7.65529896936645e-08
RP11-485G4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK5,2.04113492760151e-10,0,6.86763157904497e-10,0,4.82410586453839e-10,1.89339813438643e-10,3.54117036652084e-10,0,0,1.2752798840337e-09,0,0,0,0
XRN1,7.63998020735447e-09,5.93471409532613e-09,7.37712760840364e-09,6.46969663150997e-09,7.9543023902295e-09,7.82922516738353e-09,7.39111437313287e-09,5.33652607528592e-09,5.35996695756829e-09,6.87304056297614e-09,6.19838419288613e-09,7.71086498806877e-09,8.97216579915898e-09,8.30456293992696e-09
ATR,1.35649716930596e-09,1.78070957119028e-08,2.7779935582039e-08,2.90469260749741e-08,2.0950720451357e-08,1.2180333083817e-08,1.47920196725178e-08,0,1.40673237885464e-08,0,3.32509206488421e-08,9.71180345252757e-09,4.85675045498455e-08,9.59348705936377e-09
PLS1,0,0,0,0,3.50224732715031e-07,0,0,0,0,0,0,2.22364743427318e-07,0,0
U2SURP,5.47366651343941e-09,8.52704003606248e-09,9.7637164440786e-09,1.31276909524691e-08,4.97635645579286e-09,3.45773522901686e-09,1.27127308600631e-08,1.96707747962968e-08,1.07418639889071e-08,1.95483544567862e-08,1.30976094663e-08,1.57860097438344e-08,5.19494457983079e-09,7.00069273912422e-09
RP11-91G21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHST2,2.69847513521926e-06,5.38288114730314e-07,8.07412381069376e-06,3.77264790234996e-06,8.79292861914469e-06,1.33015059526491e-05,3.6656275196707e-06,0,0,0,0,0,0,1.50220161347216e-05
SLC9A9,2.41750566990628e-07,1.83482000515279e-07,0,1.98683669690892e-07,3.25169763389636e-07,0,1.85438684705607e-07,2.26852715196923e-07,2.12044389362568e-07,0,0,0,3.85312264637774e-07,1.13964774890911e-07
C3orf58,5.30456838480892e-08,1.20155676122901e-08,2.57703889394464e-08,2.692592819348e-08,0,2.05970521581586e-08,1.18922527042738e-07,0,5.08759067868098e-08,0,3.71066297894172e-08,0,0,2.3093259095015e-08
PLSCR1,4.31455235386018e-07,8.69769632499421e-08,3.26154784326886e-07,1.52363231320494e-07,2.04189626981735e-07,3.88286052480844e-07,2.11163181303218e-07,1.26296194318629e-07,7.94613668989032e-08,1.98937750510951e-07,2.02592773789387e-07,3.05081841923081e-07,2.69530247116378e-07,3.51095581075555e-07
GYG1,3.55946181156494e-07,5.67302972164417e-07,3.73820779441963e-07,7.1965341555171e-07,5.19219884900777e-07,7.30978741124939e-07,2.11748699363097e-07,1.41250594463101e-07,3.27893467084049e-07,7.88352200858728e-07,3.33348797922203e-07,6.31796856284391e-07,3.63194562239076e-07,3.97361840770554e-07
HLTF,0,0,5.60280459095703e-08,1.61027920777644e-07,5.97435526522747e-08,0,0,0,5.19324571739515e-08,2.62608666834835e-07,1.00811061196616e-07,2.57514602546786e-07,0,0
HPS3,1.56039522256574e-07,1.10895490361751e-07,1.8431863239941e-07,3.52133946719054e-07,1.20403683887362e-07,1.84296705292267e-07,3.31528918818478e-07,2.34355294323708e-07,8.35605387199675e-08,0,0,5.57988854856694e-08,1.1841650462925e-07,2.57237902141391e-07
COMMD2,3.9450268309487e-08,4.67195510761606e-08,4.96635106229085e-08,9.18467168399067e-08,1.40730779588199e-07,1.05549431223021e-07,4.6950390877779e-08,8.47304441843041e-08,8.48341516380508e-08,8.56727068620171e-08,8.44087604569275e-08,8.18604811142861e-08,8.02276333887515e-08,4.34190821378579e-08
RNF13,8.01131194233795e-09,1.91437847189883e-09,4.02923537991139e-09,1.5372957544286e-09,1.42106333920959e-09,9.74548897636563e-09,2.13001121604687e-09,1.39022934548888e-09,2.824933603787e-09,1.00019115617901e-09,2.4696586196003e-09,3.5251106304147e-09,2.24824914564397e-09,1.58142007280972e-09
PFN2,1.46717382060327e-08,1.55727966178997e-07,0,6.34291780812311e-07,0,1.69655606589251e-07,0,0,0,0,0,0,0,0
TSC22D2,7.81499642059442e-09,2.89515383976124e-08,6.92066256760196e-09,0,2.63341062294639e-08,1.78044276512296e-08,1.35253355924818e-08,1.38611058363961e-08,2.5909745018317e-08,0,2.99723277614964e-08,3.10465159616969e-08,3.28996562268286e-08,5.28140855521534e-08
SERP1,6.32303893077495e-08,4.4678753754227e-08,7.44899877597828e-08,4.39938024053617e-08,4.47565748847977e-08,1.08336243404502e-07,4.58939896959833e-08,7.82441833149293e-08,5.58819280115866e-08,3.78484402487225e-08,5.82247283131039e-08,6.51685924483106e-08,4.31046985713704e-08,3.93560379574538e-08
EIF2A,3.81529924528921e-09,1.09078902694444e-08,1.00590444414482e-08,8.73586591043475e-09,5.59917952346347e-09,7.96558911452974e-09,9.09388167869742e-09,2.40123092714582e-08,1.45364364010103e-08,3.43140453169545e-09,2.05862176055389e-08,1.06551200267496e-08,1.31757654025048e-08,7.41836577395301e-09
SELT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-103G8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIAH2,2.1233126889382e-07,4.42575197693707e-07,5.81647303474261e-07,2.05485302994846e-07,3.74049494927853e-07,3.42241027092356e-07,3.11331902041956e-07,4.0823309995999e-07,2.2540512378223e-07,3.7446817395866e-07,2.42717424735046e-06,5.66320778825083e-07,2.88724980466325e-07,1.33715034789844e-06
GPR171,5.33036542489214e-10,1.75514419065216e-08,0,4.10730398444495e-09,0,1.19926357559007e-09,0,7.04842504796698e-09,1.2937126349615e-08,3.3548535295291e-09,5.04166123233083e-10,1.75060792198152e-09,9.61016967406944e-10,2.17965593541781e-09
P2RY14,2.56904359866717e-09,0,0,1.14929482237709e-07,0,0,6.16440228982454e-08,0,0,0,0,7.63041757237521e-08,1.10870243799791e-07,1.75367443262118e-07
P2RY13,1.17858442227947e-09,0,0,0,0,2.15800577728678e-08,0,0,0,0,0,0,0,1.22420493732561e-08
SUCNR1,9.1397172900117e-10,0,0,0,0,3.14644123608248e-08,0,0,0,0,0,0,0,0
MBNL1,8.50465707987597e-06,8.86001160903656e-06,2.36170702426355e-05,1.1049969126466e-05,1.76266030613165e-05,1.3561310202264e-05,6.45833081201897e-06,1.66863219870049e-05,1.31312055286046e-05,8.04017516291446e-06,9.54945592270515e-06,2.21190581940683e-05,1.32966849804546e-05,1.17861469283527e-05
MBNL1-AS1,1.66424753396683e-06,3.78274196219594e-06,6.37314323223589e-06,2.50979239695314e-06,0,2.18289637213999e-06,0,0,0,0,0,0,0,3.94440050422132e-06
P2RY1,4.47501008158986e-07,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-38P22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAP2B,1.64796616896077e-07,3.06713524864331e-08,1.00020680804548e-07,3.7230418923552e-08,3.145606307825e-08,5.51618431198774e-08,0,0,2.42159966331201e-08,7.9840768448003e-08,0,1.01440262230567e-07,0,2.98723289646427e-07
ARHGEF26,5.77943422297333e-08,4.30083653165394e-07,0,0,1.43078149172371e-06,0,0,0,0,0,0,1.17470967398821e-06,0,4.31911235106313e-07
DHX36,7.37270313080417e-08,1.46381978045761e-07,1.12690502771841e-07,1.84736696218266e-07,8.5926326101656e-08,1.05559334543888e-07,1.01433805032792e-07,2.91861952744704e-07,1.03807866470106e-07,1.65176551942205e-07,1.56360419294852e-07,2.89270051783263e-07,1.35904295344638e-07,4.94485818437698e-08
C3orf33,1.8407938413965e-09,2.38084186961951e-08,0,1.56647585059173e-08,0,0,0,0,0,0,0,0,0,0
SLC33A1,9.82346255339112e-10,1.5518021022369e-09,4.283475592998e-09,1.86356567021272e-09,0,1.03655317857525e-09,0,4.85123661545012e-09,0,0,1.10028672648729e-09,3.56365096083676e-09,0,1.88852065697922e-09
GMPS,4.43770887240195e-09,2.0312508230066e-08,1.40131551710175e-08,1.87604482057862e-08,2.33084897416916e-08,1.39489357966978e-08,4.42950654286145e-09,1.59845368768774e-08,1.73564671733507e-08,1.32066764591105e-08,3.44844941510276e-08,1.86002769663041e-08,1.46086535195224e-08,7.32163023815323e-09
SSR3,7.76333086137501e-09,6.80991764461984e-09,8.72143870194643e-09,6.44037013822306e-09,3.63935917957873e-09,7.76311446755896e-09,5.91729064823732e-09,4.31053386226583e-09,4.87657866639133e-09,4.76436554408035e-09,5.56121899524969e-09,1.93179569028292e-08,2.298713051982e-09,6.96632522775729e-09
TIPARP-AS1,1.82826904712379e-09,1.1523366302003e-08,0,0,2.50746240836482e-08,1.33018528881266e-08,0,0,0,0,0,2.3456612759029e-08,0,0
TIPARP,3.73411124105846e-07,3.02975352047531e-07,4.6182726701148e-07,7.0798849210424e-08,8.20978976257883e-08,2.62959854847699e-07,1.24488884953067e-07,4.34903845571476e-07,2.14808780866659e-07,0,7.27641667420851e-08,2.28983643085483e-07,0,2.26982805242811e-07
LEKR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCNL1,1.73712031447551e-08,1.39465763316214e-08,2.72402546552361e-08,1.83133288083445e-08,1.27570969253269e-08,1.67129610521132e-08,1.83302259144538e-08,6.57743113522827e-08,1.59836667265e-08,7.35602551555754e-09,1.30731075513444e-08,2.11637397402793e-08,1.78986220293301e-08,1.85461411489212e-08
PTX3,2.24328822464353e-06,0,8.59925705864622e-07,0,0,8.36768910041987e-07,0,0,0,0,4.97446011851215e-07,0,0,5.36253296666214e-07
SHOX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RSRC1,0.00034661075118732,0.000289550710284833,0.000807617105320217,0.000288850792592436,0.000352150536110364,0.000339345796132744,0.000386826677872265,0.000158769092237537,7.85777416535329e-05,0,0.000262000737591279,0.00102316706507158,0.000272255343351147,0.000186750255341207
RP11-538P18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLF1,3.21205928240967e-08,5.10827000316662e-07,0,0,0,3.11995749008823e-07,0,2.34445928905958e-06,0,0,0,0,0,0
GFM1,1.89264545107444e-10,8.23519042267e-10,1.61808935250384e-10,1.20585902759814e-09,0,1.78655676276818e-10,7.73196473000339e-10,4.10064673753561e-10,2.29593627288116e-10,5.38220026807243e-10,1.74616746808996e-09,1.25521359773747e-09,1.05189727582924e-09,3.84795353618711e-10
LXN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RARRES1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MFSD1,5.24429133922469e-06,8.05784199463344e-07,8.44832473752641e-06,1.23030215044795e-06,5.99011656013681e-07,6.59398623613293e-06,3.03176747621901e-06,0,1.37096203006358e-06,2.67384020104938e-06,2.96996381893607e-06,3.47577542496918e-06,2.73595426543433e-06,1.4561407328661e-06
RP11-379F4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL12A,1.4172925875818e-08,0,0,0,0,0,0,0,0,0,4.52574805755947e-07,0,0,0
IFT80,0,2.17476914511814e-08,0,0,0,0,0,0,0,0,0,1.09147975797282e-07,0,0
SMC4,1.42331305086718e-07,5.70514157362526e-07,3.36351817258215e-07,3.0225984352806e-07,4.68286872619763e-07,2.4340303699871e-07,2.98290756309813e-07,4.52441667667004e-07,3.81173774347965e-07,0,1.98916199123778e-07,6.2085688326448e-07,3.04159348564339e-07,1.76618187495064e-07
TRIM59,7.27158392775856e-09,0,0,0,0,5.64217635112204e-08,0,0,0,0,0,0,0,0
KPNA4,9.38703164923272e-09,5.88644168453214e-09,1.30607146485155e-08,4.49860887399228e-09,0,9.2098404111213e-09,0,1.34794518107771e-08,3.4625832661457e-09,0,1.41226338393539e-08,5.46477675044772e-09,7.62661289409853e-09,1.06462944737313e-08
RP11-16N11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPM1L,8.12029829108744e-08,0,0,0,6.74096912197086e-07,2.41357317567744e-07,0,0,5.55907516442564e-07,0,0,0,8.13358571610425e-07,0
B3GALNT1,0,0,0,0,0,0,0,0,0,0,0,0,6.34187890234349e-07,0
NMD3,4.95262533579816e-10,2.2704884913678e-09,2.75874805840688e-09,2.91530021866555e-09,0,5.94718165210942e-10,2.88760719460153e-09,7.15287327088355e-09,6.40875946397283e-10,4.0517568114576e-09,6.22063358862887e-09,1.6412478548745e-09,1.02537146942357e-09,1.2256892178751e-09
PDCD10,5.96526973732873e-07,4.21140015238676e-07,6.4447203020203e-07,3.87406375058001e-07,4.63769924257838e-07,6.32593909827285e-07,4.38281619849792e-07,7.12958905831273e-07,3.66948301359066e-07,5.40629592975818e-07,8.29431498128006e-07,8.24384743104472e-07,7.78517037452871e-07,7.75900270497771e-07
SERPINI1,2.54744328465328e-09,3.8413803296113e-08,0,3.30839982843984e-08,6.08267757391826e-08,0,4.3671190413585e-08,0,3.08467246913865e-08,0,0,0,7.94440395860464e-08,1.82198101318937e-08
GOLIM4,2.41801612413265e-08,0,1.83070218768761e-07,1.60749048082504e-07,0,1.219343924123e-07,0,0,0,0,2.18254900267122e-07,3.73895970270766e-07,1.32653911786293e-07,1.16594320602413e-07
MYNN,1.12581286241966e-09,3.27045370288802e-09,0,1.89862878247093e-09,1.63553593688054e-09,2.576691252487e-09,0,9.37996680811309e-09,6.24603444979765e-09,0,3.55519980822706e-09,0,0,1.10355072815777e-09
LRRC34,0,0,0,0,5.95128390308743e-08,0,1.3298532050152e-07,0,0,0,0,5.06447955217503e-08,8.95783293465986e-08,0
SEC62,1.29220738680252e-07,8.98790727549948e-08,8.45646029203418e-08,6.07511756204502e-08,6.74843356340931e-08,8.65818626294999e-08,1.18925413528662e-07,1.60932656462801e-07,9.23378499274798e-08,7.73196379718854e-08,1.3943539267029e-07,1.17627416098872e-07,9.47965267627743e-08,7.07253903285906e-08
GPR160,3.34465745092856e-07,0,0,0,0,0,0,1.26146278432444e-06,0,0,0,1.08280088147517e-06,1.69797728761463e-06,9.02320045148481e-06
PHC3,5.077301588159e-10,8.8555732408838e-10,4.62120121061395e-10,6.7144291796775e-10,0,0,1.68218833106666e-09,2.91365436308278e-09,8.25566206631113e-10,0,0,5.52413694160116e-10,0,1.54651685683596e-09
